,subarea_name,category_name,sub_category_name,room_count,bathroom_count,parking_count,size (sqrt),property_type,price (RM)
9587,Jelutong,Apartment / Condominium,Others,3,2,2,850,Leasehold,680000
9588,Jelutong,Apartment / Condominium,Others,3,2,2,850,Leasehold,645000
9589,Batu Uban,Apartment / Condominium,Condominium,2,2,1,900,Freehold,390000
9590,Batu Uban,Apartment / Condominium,Condominium,3,2,2,1000,Freehold,450000
9591,Greenlane,House,Semi-Detached House,4,3,0,2690,Freehold,1680000
9592,Greenlane,House,1-storey Terraced House,3,2,0,1851,Freehold,980000
9593,Greenlane,House,Semi-Detached House,3,2,0,3976,Freehold,2000000
9594,Jelutong,Apartment / Condominium,Condominium,3,2,2,851,Leasehold,699000
9595,Ayer Itam,Apartment / Condominium,Apartment,3,2,1,700,Leasehold,288000
9596,Nibong Tebal,House,2-storey Terraced House,4,3,0,1600,Freehold,400000
9597,Georgetown,House,Bungalow House,4,2,0,3664,Freehold,4000000
9598,Batu Ferringhi,Apartment / Condominium,Condominium,3,2,1,960,Freehold,368000
9599,Jelutong,Apartment / Condominium,Others,2,2,1,928,Leasehold,860000
9600,Balik Pulau,House,Bungalow House,6,6,0,4400,Freehold,1350000
9601,Jelutong,House,Terraced House,4,2,0,2200,Freehold,1350000
9602,Juru,Commercial Property,Warehouse / Factory,0,0,0,16500,Freehold,5000000
9603,Jelutong,Apartment / Condominium,Apartment,3,2,1,700,Freehold,328000
9604,Bertam,House,2-storey Terraced House,4,3,0,1540,Freehold,465000
9605,Sungai Ara,House,Semi-Detached House,5,5,0,5640,Freehold,2550000
9606,Bukit Dumbar,Apartment / Condominium,Condominium,3,2,1,915,Freehold,550000
9607,Kepala Batas,House,Semi-Detached House,4,3,0,3229,Freehold,679999
9608,Butterworth,Apartment / Condominium,Condominium,4,2,2,1300,Freehold,490000
9609,Georgetown,Apartment / Condominium,Service Residence,2,2,2,980,Freehold,720000
9610,Georgetown,Apartment / Condominium,Service Residence,2,2,2,980,Freehold,720000
9611,Gelugor,Apartment / Condominium,Condominium,3,2,1,721,Freehold,310000
9612,Bayan Lepas,House,2-storey Terraced House,6,4,0,3000,Leasehold,1230000
9613,Ayer Itam,Apartment / Condominium,Apartment,3,2,1,700,Freehold,338000
9614,Ayer Itam,Apartment / Condominium,Apartment,3,2,1,700,Freehold,338000
9615,Jelutong,Apartment / Condominium,Condominium,6,5,3,2800,Freehold,1300000
9616,Penaga,House,Semi-Detached House,3,2,0,2626,Freehold,335000
9617,Gelugor,Apartment / Condominium,Apartment,3,1,1,700,Leasehold,245000
9618,Gelugor,Apartment / Condominium,Condominium,3,3,2,2088,Freehold,948000
9619,Sungai Ara,House,2.5-storey Terraced House,5,4,0,2400,Freehold,1350000
9620,Gelugor,Apartment / Condominium,Condominium,3,3,2,2088,Freehold,1100000
9621,Gelugor,Commercial Property,Retail space,0,0,0,12335,Freehold,5800000
9622,Nibong Tebal,House,2-storey Terraced House,4,3,0,1600,Freehold,498888
9623,Ayer Itam,House,1-storey Terraced House,3,2,0,3425,Freehold,1050000
9624,Alma,House,Semi-Detached House,4,5,0,2497,Freehold,1050000
9625,Batu Uban,Apartment / Condominium,Condominium,3,2,1,1100,Freehold,450000
9626,Batu Uban,Apartment / Condominium,Condominium,3,2,1,1100,Freehold,450000
9627,Batu Uban,Apartment / Condominium,Condominium,2,2,1,900,Freehold,398000
9628,Batu Uban,Apartment / Condominium,Condominium,2,2,1,900,Freehold,398000
9629,Batu Uban,Apartment / Condominium,Condominium,3,2,1,1100,Freehold,480000
9630,Greenlane,House,Semi-Detached House,4,3,0,3660,Freehold,2280000
9631,Greenlane,House,2-storey Terraced House,3,2,0,2300,Freehold,1280000
9632,Greenlane,House,Semi-Detached House,6,2,0,3493,Freehold,2500000
9633,Gelugor,Apartment / Condominium,Condominium,3,4,3,1830,Freehold,1800000
9634,Gelugor,Apartment / Condominium,Condominium,3,3,3,1582,Freehold,1350000
9635,Sungai Ara,House,Semi-Detached House,5,5,0,3465,Freehold,1790000
9636,Sungai Ara,House,Semi-Detached House,6,3,0,4500,Freehold,2350000
9637,Jelutong,Apartment / Condominium,Apartment,3,2,1,700,Freehold,399000
9638,Alma,House,Semi-Detached House,3,2,0,2890,Freehold,490000
9639,Paya Terubong,Apartment / Condominium,Apartment,2,1,2,525,Freehold,170000
9640,Gelugor,House,Bungalow House,6,5,0,6383,Freehold,3600000
9641,Ayer Itam,Apartment / Condominium,Apartment,3,1,1,700,Leasehold,280000
9642,Bertam,House,1-storey Terraced House,3,2,0,1540,Freehold,400000
9643,Relau,Apartment / Condominium,Condominium,2,1,1,760,Freehold,480000
9644,Ayer Itam,House,1-storey Terraced House,3,2,0,1347,Freehold,690000
9645,Alma,House,Semi-Detached House,4,3,0,1680,Freehold,650000
9646,Bukit Mertajam,House,2-storey Terraced House,4,3,0,1600,Freehold,430000
9647,Bayan Lepas,Commercial Property,Shop lot,0,0,0,4500,Freehold,4900000
9648,Bayan Lepas,Commercial Property,Warehouse / Factory,0,0,0,1668,Freehold,890000
9649,Batu Uban,Apartment / Condominium,Condominium,3,2,2,1000,Freehold,480000
9650,Batu Uban,Apartment / Condominium,Condominium,3,2,2,1000,Freehold,415000
9651,Tanjong Tokong,House,Semi-Detached House,6,6,0,5500,Freehold,4600000
9652,Greenlane,House,Terraced House,4,2,0,2000,Freehold,1100000
9653,Greenlane,House,Semi-Detached House,5,3,0,4500,Freehold,2300000
9654,Greenlane,House,Semi-Detached House,5,3,0,3266,Freehold,1800000
9655,Greenlane,House,2-storey Terraced House,4,2,0,2000,Freehold,1300000
9656,Teluk Kumbar,House,2-storey Terraced House,4,3,0,1926,Freehold,880000
9657,Sungai Ara,Commercial Property,Shop lot,0,0,0,2465,Freehold,2750000
9658,Georgetown,Commercial Property,Shop lot,0,0,0,2100,Freehold,4000000
9659,Tanjong Tokong,Apartment / Condominium,Apartment,3,2,1,650,Leasehold,288000
9660,Georgetown,Commercial Property,Shop lot,0,0,0,2100,Freehold,8000000
9661,Kepala Batas,House,Terraced House,3,2,0,1400,Freehold,330000
9662,Jelutong,Apartment / Condominium,Others,3,2,3,1031,Leasehold,860000
9663,Simpang Ampat,House,Semi-Detached House,4,3,0,2160,Freehold,780000
9664,Butterworth,House,Semi-Detached House,5,4,0,2750,Freehold,1500000
9665,Georgetown,Apartment / Condominium,Apartment,3,2,0,570,Leasehold,230000
9666,Bukit Mertajam,House,Terraced House,3,1,0,1194,Freehold,340000
9667,Perai,House,Semi-Detached House,3,1,0,2000,Freehold,460000
9668,Bayan Lepas,Apartment / Condominium,Condominium,3,2,2,1300,Freehold,518000
9669,Ayer Itam,Apartment / Condominium,Apartment,3,2,1,800,Leasehold,279000
9670,Gelugor,House,Semi-Detached House,5,6,0,3100,Freehold,2800000
9671,Bayan Lepas,Apartment / Condominium,Condominium,3,2,1,1150,Freehold,455000
9672,Bukit Tengah,Land,Residential,0,0,0,6.42,Freehold,14000000
9673,Pulau Tikus,Apartment / Condominium,Condominium,4,3,2,1824,Freehold,1050000
9674,Georgetown,Apartment / Condominium,Condominium,3,2,1,970,Freehold,799000
9675,Tanjung Bungah,House,Semi-Detached House,3,2,0,2200,Freehold,980000
9676,Tanjung Bungah,Apartment / Condominium,Condominium,3,2,1,830,Freehold,388000
9677,Jelutong,Apartment / Condominium,Apartment,3,2,1,1000,Freehold,460000
9678,Jelutong,House,1-storey Terraced House,3,2,0,1786,Freehold,850000
9679,Jelutong,House,1-storey Terraced House,3,2,0,1428,Freehold,860000
9680,Jelutong,House,3-storey Terraced House,7,5,0,3600,Freehold,1700000
9681,Jelutong,Apartment / Condominium,Condominium,3,2,1,700,Freehold,370000
9682,Balik Pulau,Apartment / Condominium,Apartment,3,2,0,911,Freehold,355000
9683,Bayan Lepas,Apartment / Condominium,Condominium,4,2,2,1130,Freehold,630000
9684,Georgetown,Apartment / Condominium,Condominium,2,2,3,980,Freehold,900000
9685,Bukit Jambul,House,Semi-Detached House,7,4,0,3130,Leasehold,1400000
9686,Sungai Ara,Commercial Property,Shop lot,0,0,0,2996,Freehold,1880000
9687,Bayan Baru,House,2-storey Terraced House,4,3,0,2000,Leasehold,700000
9688,Bayan Lepas,Apartment / Condominium,Condominium,3,2,2,900,Freehold,480000
9689,Persiaran Gurney,Apartment / Condominium,Condominium,4,4,3,2810,Freehold,2900000
9690,Simpang Ampat,House,2-storey Terraced House,4,3,0,1430,Freehold,520000
9691,Sungai Nibong,Apartment / Condominium,Apartment,3,2,1,920,Leasehold,480000
9692,Sungai Ara,Apartment / Condominium,Condominium,2,1,3,728,Freehold,450000
9693,Jelutong,House,3-storey Terraced House,5,5,0,3000,Freehold,1580000
9694,Jelutong,House,Semi-Detached House,4,2,0,4333,Freehold,1730000
9695,Paya Terubong,Apartment / Condominium,Apartment,3,2,1,750,Freehold,430000
9696,Jelutong,Apartment / Condominium,Apartment,3,2,1,700,Freehold,330000
9697,Bukit Mertajam,Apartment / Condominium,Apartment,5,3,2,2131,Freehold,390000
9698,Greenlane,House,2-storey Terraced House,4,3,0,2265,Freehold,1650000
9699,Greenlane,House,2-storey Terraced House,4,2,0,2000,Freehold,1100000
9700,Perai,Apartment / Condominium,Condominium,4,3,0,1300,Freehold,510000
9701,Gelugor,House,Semi-Detached House,3,2,0,2885,Freehold,950000
9702,Batu Ferringhi,Apartment / Condominium,Apartment,2,2,0,650,Freehold,110000
9703,Ayer Itam,Apartment / Condominium,Apartment,3,2,1,700,Freehold,310000
9704,Jelutong,Apartment / Condominium,Apartment,3,2,1,900,Freehold,430000
9705,Tanjong Tokong,Apartment / Condominium,Condominium,4,4,2,1250,Freehold,1080000
9706,Tanjung Bungah,Apartment / Condominium,Condominium,3,2,2,1635,Freehold,1250000
9707,Tanjong Tokong,Apartment / Condominium,Condominium,3,2,2,1850,Freehold,1550000
9708,Balik Pulau,Apartment / Condominium,Apartment,3,2,2,911,Freehold,355000
9709,Balik Pulau,Apartment / Condominium,Apartment,3,2,2,911,Freehold,355000
9710,Batu Maung,House,3-storey Terraced House,5,5,0,3000,Freehold,1080000
9711,Batu Kawan,House,2-storey Terraced House,4,3,0,1760,Leasehold,520000
9712,Ayer Itam,Apartment / Condominium,Apartment,3,2,1,750,Freehold,325000
9713,Ayer Itam,House,1-storey Terraced House,4,2,0,3304,Freehold,1050000
9714,Sungai Nibong,Apartment / Condominium,Condominium,3,2,1,850,Freehold,375000
9715,Ayer Itam,Apartment / Condominium,Apartment,3,2,1,700,Freehold,370000
9716,Tanjong Tokong,Apartment / Condominium,Condominium,2,2,2,1465,Freehold,1250000
9717,Tanjong Tokong,Apartment / Condominium,Condominium,2,3,2,1365,Freehold,1299900
9718,Tanjong Tokong,Apartment / Condominium,Condominium,2,2,2,1365,Freehold,950000
9719,Tanjong Tokong,Apartment / Condominium,Condominium,2,3,2,1365,Freehold,950000
9720,Tanjong Tokong,Apartment / Condominium,Condominium,3,3,2,1250,Freehold,950000
9721,Bayan Lepas,Apartment / Condominium,Condominium,3,2,1,1000,Leasehold,450000
9722,Ayer Itam,Apartment / Condominium,Apartment,3,2,1,700,Leasehold,220000
9723,Paya Terubong,Apartment / Condominium,Apartment,3,2,1,700,Freehold,225000
9724,Paya Terubong,House,Semi-Detached House,5,3,0,2799,Freehold,1300000
9725,Ayer Itam,Apartment / Condominium,Apartment,3,2,2,700,Freehold,298000
9726,Ayer Itam,Apartment / Condominium,Apartment,3,2,1,700,Freehold,270000
9727,Paya Terubong,Apartment / Condominium,Apartment,3,2,1,700,Freehold,270000
9728,Tanjong Tokong,Apartment / Condominium,Condominium,3,2,2,1100,Leasehold,530000
9729,Butterworth,House,2-storey Terraced House,3,2,0,1300,Freehold,500000
9730,Sungai Ara,House,3-storey Terraced House,4,3,0,3000,Freehold,1190000
9731,Georgetown,Apartment / Condominium,Condominium,2,2,1,750,Freehold,720000
9732,Gelugor,Apartment / Condominium,Condominium,3,2,1,850,Freehold,360000
9733,Kepala Batas,House,Cluster House,3,2,0,818,Freehold,235000
9734,Butterworth,Apartment / Condominium,Service Residence,2,2,1,947,Freehold,518000
9735,Ayer Itam,Apartment / Condominium,Apartment,2,2,1,700,Leasehold,210000
9736,Greenlane,Apartment / Condominium,Apartment,3,2,1,750,Freehold,400000
9737,Bayan Lepas,Apartment / Condominium,Apartment,3,2,2,950,Freehold,358000
9738,Butterworth,House,2-storey Terraced House,4,3,0,1400,Freehold,700000
9739,Bukit Mertajam,Apartment / Condominium,Condominium,3,2,0,700,Freehold,220000
9740,Georgetown,House,Bungalow House,4,2,0,3664,Freehold,4000000
9741,Tanjong Tokong,Apartment / Condominium,Condominium,3,2,2,1128,Freehold,688000
9742,Gelugor,Apartment / Condominium,Condominium,3,2,2,1100,Freehold,428000
9743,Juru,House,Bungalow House,6,4,0,3961,Freehold,1500000
9744,Butterworth,Apartment / Condominium,Service Residence,3,2,0,1200,Freehold,648000
9745,Jelutong,Apartment / Condominium,Apartment,3,2,1,800,Leasehold,320000
9746,Greenlane,House,2-storey Terraced House,4,3,0,2200,Freehold,1350000
9747,Tanjung Bungah,House,Bungalow House,4,5,0,6600,Freehold,4280000
9748,Alma,House,1-storey Terraced House,3,2,0,1200,Freehold,380000
9749,Bayan Baru,Commercial Property,Shop lot,0,0,0,1138,Freehold,718200
9750,Sungai Ara,Apartment / Condominium,Condominium,3,2,1,750,Freehold,370000
9751,Sungai Ara,Apartment / Condominium,Condominium,3,2,2,1270,Freehold,590000
9752,Ayer Itam,Apartment / Condominium,Flat,2,1,0,550,Leasehold,140000
9753,Tanjung Bungah,House,3-storey Terraced House,4,5,0,3280,Freehold,1990000
9754,Tanjung Bungah,House,3-storey Terraced House,4,5,0,3280,Freehold,1980000
9755,Butterworth,House,3-storey Terraced House,5,5,0,1259,Freehold,759000
9756,Persiaran Gurney,Apartment / Condominium,Condominium,5,4,2,4117,Freehold,4200000
9757,Bayan Lepas,House,3-storey Terraced House,5,4,0,2740,Freehold,1290000
9758,Jelutong,Commercial Property,Shop lot,0,0,0,4500,Freehold,4280000
9759,Tanjong Tokong,Apartment / Condominium,Condominium,3,2,0,800,Freehold,430000
9760,Tanjong Tokong,Apartment / Condominium,Condominium,3,2,0,800,Freehold,430000
9761,Alma,House,Terraced House,4,3,0,1600,Freehold,648000
9762,Butterworth,Apartment / Condominium,Service Residence,2,2,1,947,Freehold,560000
9763,Tasek Gelugor,Apartment / Condominium,Flat,2,2,0,540,Freehold,100000
9764,Butterworth,House,3-storey Terraced House,5,5,0,2050,Freehold,720000
9765,Teluk Kumbar,House,2-storey Terraced House,3,3,0,1900,Freehold,928000
9766,Pulau Betong,House,Bungalow House,3,3,0,4100,Freehold,825000
9767,Raja Uda,House,3-storey Terraced House,5,4,0,3000,Freehold,930000
9768,Bayan Lepas,Apartment / Condominium,Condominium,3,2,2,1460,Freehold,750000
9769,Butterworth,Apartment / Condominium,Apartment,3,2,1,940,Leasehold,265000
9770,Butterworth,Apartment / Condominium,Apartment,3,2,1,780,Freehold,230000
9771,Butterworth,Apartment / Condominium,Condominium,2,1,1,900,Freehold,355000
9772,Nibong Tebal,House,Semi-Detached House,4,3,0,2798,Freehold,395000
9773,Georgetown,Apartment / Condominium,Condominium,3,2,0,1050,Freehold,550000
9774,Nibong Tebal,House,2-storey Terraced House,4,3,0,1400,Freehold,400000
9775,Nibong Tebal,House,Bungalow House,7,7,0,4026,Freehold,1480000
9776,Ayer Itam,Apartment / Condominium,Apartment,3,2,1,700,Leasehold,288000
9777,Butterworth,House,3-storey Terraced House,5,5,0,2050,Freehold,745000
9778,Tanjung Bungah,House,3-storey Terraced House,4,5,0,2681,Freehold,2000000
9779,Nibong Tebal,House,Semi-Detached House,3,2,0,2210,Freehold,398000
9780,Jelutong,Commercial Property,Warehouse / Factory,0,0,0,1800,Leasehold,1900000
9781,Sungai Nibong,Apartment / Condominium,Condominium,3,3,2,1313,Freehold,700000
9782,Relau,Apartment / Condominium,Apartment,3,2,0,1000,Freehold,359000
9783,Greenlane,House,2-storey Terraced House,4,3,0,1600,Freehold,1400000
9784,Gelugor,Apartment / Condominium,Condominium,5,5,0,2150,Freehold,1950000
9785,Nibong Tebal,House,2-storey Terraced House,4,3,0,1600,Freehold,520000
9786,Batu Kawan,House,2-storey Terraced House,4,4,0,2400,Freehold,1250000
9787,Batu Kawan,House,2-storey Terraced House,4,4,0,2338,Freehold,850000
9788,Batu Kawan,House,2-storey Terraced House,4,4,0,2500,Freehold,1000000
9789,Batu Kawan,House,2-storey Terraced House,4,5,0,2625,Freehold,1150000
9790,Gelugor,Apartment / Condominium,Condominium,3,2,1,721,Freehold,315000
9791,Gelugor,House,Semi-Detached House,5,5,0,3400,Freehold,2100000
9792,Relau,Apartment / Condominium,Apartment,3,2,1,700,Freehold,260000
9793,Bukit Mertajam,House,2.5-storey Terraced House,5,4,0,1528,Freehold,840000
9794,Relau,Apartment / Condominium,Condominium,3,2,1,700,Freehold,290000
9795,Bukit Jambul,Apartment / Condominium,Condominium,3,2,1,700,Freehold,270000
9796,Batu Maung,Apartment / Condominium,Flat,2,1,0,560,Freehold,150000
9797,Sungai Ara,Apartment / Condominium,Apartment,3,2,1,750,Freehold,330000
9798,Tanjong Tokong,Apartment / Condominium,Apartment,3,2,1,600,Freehold,168000
9799,Butterworth,Apartment / Condominium,Apartment,3,2,2,1194,Freehold,428000
9800,Tanjung Bungah,House,2-storey Terraced House,4,3,0,2400,Freehold,1400000
9801,Tanjung Bungah,House,Bungalow House,3,2,0,6482,Freehold,3880000
9802,Gelugor,Apartment / Condominium,Condominium,1,1,2,517,Freehold,690000
9803,Tanjung Bungah,Apartment / Condominium,Condominium,4,3,0,2198,Freehold,2450000
9804,Sungai Ara,Apartment / Condominium,Apartment,2,1,2,700,Freehold,345000
9805,Gelugor,Apartment / Condominium,Condominium,4,4,2,2314,Freehold,1700000
9806,Greenlane,House,2-storey Terraced House,3,3,0,2000,Freehold,1500000
9807,Ayer Itam,House,2-storey Terraced House,3,3,0,3500,Freehold,1550000
9808,Batu Uban,House,Semi-Detached House,4,3,0,3500,Freehold,1750000
9809,Sungai Ara,Apartment / Condominium,Condominium,2,2,2,910,Freehold,530000
9810,Tanjung Bungah,Apartment / Condominium,Condominium,3,3,2,1635,Freehold,1250000
9811,Ayer Itam,Apartment / Condominium,Apartment,3,2,2,700,Freehold,370000
9812,Bayan Lepas,Apartment / Condominium,Condominium,3,2,2,1200,Leasehold,450000
9813,Sungai Ara,Apartment / Condominium,Apartment,3,1,1,650,Freehold,230000
9814,Sungai Ara,Apartment / Condominium,Apartment,3,2,1,750,Freehold,350000
9815,Jelutong,Apartment / Condominium,Apartment,2,1,1,700,Freehold,280000
9816,Georgetown,Apartment / Condominium,Condominium,2,2,2,1050,Freehold,720000
9817,Jawi,Land,Industrial,0,0,0,3.3,Freehold,7906140
9818,Simpang Ampat,Apartment / Condominium,Condominium,3,2,2,1140,Freehold,460000
9819,Butterworth,House,Townhouse,3,3,0,1200,Freehold,418000
9820,Teluk Kumbar,House,2-storey Terraced House,4,3,0,1400,Freehold,595000
9821,Butterworth,Apartment / Condominium,Apartment,3,2,0,900,Freehold,335000
9822,Gelugor,House,Semi-Detached House,6,7,0,7850,Freehold,3900000
9823,Tanjung Bungah,House,3-storey Terraced House,7,6,0,1400,Freehold,1188000
9824,Jelutong,Apartment / Condominium,Apartment,3,2,1,700,Freehold,320000
9825,Bukit Minyak,Commercial Property,Warehouse / Factory,0,0,0,20053,Freehold,5994010
9826,Georgetown,House,Bungalow House,4,4,0,7810,Freehold,6000003
9827,Jelutong,Apartment / Condominium,Apartment,3,2,1,700,Freehold,399000
9828,Jelutong,Apartment / Condominium,Apartment,3,2,1,700,Freehold,399000
9829,Bertam,House,2-storey Terraced House,4,3,0,1539,Freehold,470000
9830,Kepala Batas,House,2-storey Terraced House,5,3,0,5763,Freehold,750000
9831,Bukit Mertajam,House,Semi-Detached House,3,2,0,2800,Freehold,425000
9832,Tanjung Bungah,Apartment / Condominium,Condominium,3,3,0,1520,Freehold,775000
9833,Juru,House,Semi-Detached House,5,4,0,7115,Freehold,950000
9834,Butterworth,House,Townhouse,3,3,0,1300,Freehold,438000
9835,Butterworth,House,2-storey Terraced House,7,4,0,2000,Freehold,650000
9836,Tanjung Bungah,House,3-storey Terraced House,7,6,0,1400,Freehold,1268000
9837,Simpang Ampat,House,2-storey Terraced House,4,3,0,1430,Freehold,530000
9838,Jelutong,Apartment / Condominium,Apartment,3,2,0,700,Freehold,399000
9839,Butterworth,House,1-storey Terraced House,3,1,0,1200,Freehold,315000
9840,Tanjung Bungah,Apartment / Condominium,Condominium,3,2,1,700,Freehold,310000
9841,Balik Pulau,House,2-storey Terraced House,4,3,0,1400,Freehold,525000
